title,ratings,reviews
iPhoneX,50outof5stars,Thisisvery1473centimeters58inchcapacitivetouchscreenwith2436x1125pixelsresolutioniOSv1111operatingsystemwith13GHzAppleA11Bionichexacoreprocessor3GBRAM64GBinternalmemoryandsingleSIM2716mAHlithiumionbattery1yearmanufacturerwarrantyfordeviceand6monthsmanufacturerwarrantyforinboxaccessoriesincludingbatteriesfromthedateofpurchaseProductinformationSpaceGrey64GBOSiOSRAM3GBProductDimensions144x08x71cmItemmodelnumberiPhoneXWirelesscommunicationtechnologiesBluetoothWiFiHotspotConnectivitytechnologiesGSM3G4GLTESpecialfeaturesSingleSIMOthercamerafeatures7MPFormfactorTouchscreenPhoneWeight172GramsColourSpaceGreyBatteryPowerRating2716PhoneTalkTime21HoursWhatsintheboxHandsetChargerEarPodsLightningtoUSBCableandDocumentationSoitisveryusefulforhelpfulvote
FiveStars,50outof5stars,ReallyitsaverygoodproductFastdeliveredbyamazon
FiveStars,50outof5stars,BestdeviceNolagging
FiveStars,50outof5stars,Genuineproduct
FiveStars,50outof5stars,Goodproduct
ThebesteveriPhone,50outof5stars,ThebestestiPhoneeverYouwillbeinlovewiththisphoneampdontfeelliketokeepitasideSmoothperformanceasalwaysbyAppleproductandeyecatchingstyleandlooksTotallyworththemoneyspent
Notsatisfiedwiththis,10outof5stars,AsshownontheWebsiteandontheboxoftheIphonethedisplayoftherealproductisnotfromedgetoedgeNotsatisfiedwiththisdisplaydeliveredaduplicateproduct
FiveStars,50outof5stars,Amazing
Suvker,30outof5stars,ThephonexwastheworstphoneIeverreceivedManitemojifeatureisalreadyavailableiniPhone4sappstoreThisphonewasbeatedbyoneplusfivetButastheiradvertisementsaysifudonthaveaniPhoneudonthaveaniPhone
FiveStars,50outof5stars,Good
FiveStars,50outof5stars,siraaaa
deliverybyamazonandasalwaysappleisthebestnoonecandefendapple,50outof5stars,Fastdeliverybyamazonandasalwaysappleisthebestnoonecandefendapple
BestofwhatApplehastooffertoday,50outof5stars,ItsabeautifulandamazinglyfastphonewithclassleadingcameraandbreathtakingscreenfullyloadedwithcuttingedgetechegARIRenabledfacelockwhichisquickandsecureAnddontforgetthebackupofbestappstoreItwillremainupdatedaswellwithlatestofsoftwarefortimestocomeunlikeSamsungLGandChinesebrandsMyonlygripeisthatduetheuseofglassitsbuiltwhichissolidotherwiseisbrittleItsashametokeepsuchabeautifulphoneundercoverFurtherIpreferGoogleAssistantoverSiriMypersonalexperiencewithAppleserviceinthepasthasbeenadelightoppositetothefolklores
Sellyourkidneybecauseitsworthit,50outof5stars,Soldmykidneytobuythisproduct
FiveStars,50outof5stars,ThisIsTheBestPhoneButitsheavyandbig
FiveStars,50outof5stars,Awesomeproduct
Goodphone,50outof5stars,ReadreviewfromverifiedpurchasesonlyJustbecauseyoucantafforditdoesntmeanitsnotagoodphone
iPhoneX,50outof5stars,Itsaveryniceproductandthecameraisjustamazing
FiveStars,50outof5stars,Thebestucanget
Greatproduct,50outof5stars,Thephoneistoogoodloveit
Badbattery,20outof5stars,PerformanceandlooksareultimatebuttheBadbatteryandnofingerprintsucksatthispricerange
applewillbeapple,50outof5stars,nowordstosayitisawesome
Bestphoneever,50outof5stars,Lovethisphone
FiveStars,50outof5stars,Excellentbutexpensive
Notworthit,10outof5stars,NotworthitVeryexpensiveproductIsuggestyoutogofortheSamsungGalaxys9plusorifurapplefanthangoforiPhone8plus
FiveStars,50outof5stars,AwesomePhoneIuseitdailyinmydreams
Badservice,10outof5stars,Reallyabadexperience
FiveStars,50outof5stars,HumebhikoigiftkrdoAppleiPhoneX
Justthesameawesomelikebefore,50outof5stars,1lakhmebhikoikharabihogitokyamatlab
NicephoneBetterthanmyiPhone,50outof5stars,NicephoneBetterthanmyiPhone8
FiveStars,50outof5stars,Good
FiveStars,50outof5stars,Awesomephone
Pasawasul,50outof5stars,IsoldmycartobuythisphonenowwhenIhavetogotoofficeIhavetocatchanautobutwhenIusethisphoneinautoitfeelsreallygoodtotallyworthsellingmycar
1HONESTUnbiasedREVIEWofiphoneXFullReview,40outof5stars,KindlyreadthefullReviewifyouareplanningtobuyiphoneXIfyouwanttogetquickoverviewofthedevicethenreadbelowelsescrolldownforDetailedReviewPROSImpeccablebuildqualityFaceIDgenerallyworkswellGreatperformanceGoodmaincamerasgetevenbetterCONSThelackofahomebuttontakessomegettingusedtoNotallappsusethewholescreenPortraitselfiesarehitormissBatterylifecouldbebetterKEYFEATURESReviewPrice8900058inchOLEDHDRdisplayA11BionicCPU64GBor128GBstorageFaceIDDual12megapixelscamerawithOISIP67AnimojiPRICEStartsat89000forthe64GBmodeland102000forthe256GBversionFULLDETAILEDREVIEWDESIGNStainlesssteelsidesdurableNoHomebuttonFeelreallygoodtoholdFaceIDsuperfastTopnotchinfraredcamerafloodilluminatordotprojector58inchOLEDdisplaySCREENOLEDpanelmanufacturedbySamsunglolBettercontrastperfectblacksandamorecolourfulpictureTrueTonedisplay3DTouch2436x1125pixelresolutionP3colourgamutDolbyVisionHDRSoftwareperformanceandbatterylifeiPhoneXexclusivefeaturesisAnimojiBatterylasttwohourslongerthantheiPhone7CAMERAOnthebacktherearetwocameras12megapixeleachOpticalimagestablisationTelephotocameraf24apertureBetterinlowlightPortraiteffectstogiveselfiesaprofessionallookBOTSVERDICTBOTOVERALLSCORE475AttheendofthedayhereswhatyouvegottorememberthisisntjustanexpensiveambitiousoffshootoftheclassiciPhonelineageItsthefutureoftheiPhoneitselfAndtobeclearAppledidntgetabsolutelyeverythingrightThenotchisweirdTheinterfaceneedsalittlemorepolishGuysMyonlyrequestispleasedontdislikemyreviewIfyouhaveanyquestionorifyouthinkIamwrongJustaskmebycommentingbelowWritereviewshelpothershappyshoppingThankYouforreadingthisreviewBhaveshBOT
Averagephoneatthatprice,30outof5stars,BettertoBuyoneplus5tforextremeperformanceApplesellscheapstuffatthehighpriceOnly3gbramAppsnotificationsarenotcalibrateditcutsoffbythefrontcameracutoutNeedsfrontCameraImprovementsinLowlightAirpodsshouldhavebeencomplimentaryPersonalIssueFaceIDshoulddirectlyunlockthephoneitshouldnotstaytheswipeupscreenFaceunlockcouldhavebeenfasterasihaveoneplus5talsoanditunlocksthricefasterthaniPhoneXPoorBatteryBackup2716mAhonly
KingofAlliPhone,50outof5stars,IhaveusedalmostalliPhonesbutitisKingofallithasallnewfeatureslikeFaceIDzAnimojiItrulyrecommendititisbestiPhoneMustBuyIknowpicturequalityisnotgoodbecauseIhaveXiaomiMIMixearlier
Notthatgreat,30outof5stars,Notworth1lakhmys8ismuchmorebetterthaniphonex
OneStar,10outof5stars,HowtochecktheslowMoshencamera
Goforitifyouwanttogetproposedbyyourcrush,50outof5stars,ThisphoneisjustamazinginfactitsnotaphoneitisamagicalwandthatwillmakeyouthecrushofyourcrushYouwillstartgettingproposalsfromgirlswithinaweekofbuyingthisamazingphoneSoifarenotpopularamonggirlsyouarenotrespectedbyyourfriendsandfriendzonedbyyourcrushthenselloffyourlaptopphoneandeverythingelseandjustbuythisphoneAndifgirlsdonotacceptyourfriendrequestonFacebookjusttakeamirrorselfiewiththisphoneandyouwillbeamazedtoseethemagicaleffectofthisamazinggadget
Itsanawesomephoneignorethenegativereviewsaspeoplearegiving,50outof5stars,Itsanawesomephoneignorethenegativereviewsaspeoplearegivingifuwantjustgoforitwithoutanysecondthoughtinmind
Getit4u,10outof5stars,DoesitreallyworththepricewhatAppleisdemanding
WowiPhone,50outof5stars,iPhoneXiswow
OneStar,10outof5stars,Waytoooverpriced
BestiPhonetilldatebyApple,50outof5stars,BestiPhoneeverbyApplethefeelofthephoneissogoodthatucantgetoverit
FiveStars,50outof5stars,amazinggadget
Fabulousbuiltquality,50outof5stars,IsoldmykidneyforthisphoneWheniwenttopurchasethisphonetheniwastoldthatihaveRs20000lessasigot69000forthekidneyNowImbeggingaroundthestreettocollectremainingamountIhopetocollectthisamountwithin23months
FiveStars,50outof5stars,Good
Iphonex,20outof5stars,Imnotlikethisphonebczitntlookinglikeiphonesoipurchasethismobileandbuywithin1month
FiveStars,50outof5stars,definatelythebest
OneStar,10outof5stars,Phoneok
AppleshoppersfaceatoughchoicebetweenthisphoneandtheiPhone8,50outof5stars,TheiPhoneXisaninnovativedevicewithafantasticcameraandbeautifuldisplaybutotherphonesaretougherandcanoperatelongeronachargeThoseareamongtheconclusionswevereachedaftercompletingtestingonApplesnewflagshipmodelwhichstartsat1000forthe64gigabyteversionOveralltheiPhoneXasin10nottheletterthatfollowsWeasilymadeConsumerReportsrecommendedlistandbrokeintotheextremelytightlistoftop10ratedphoneswhereallthedevicesareseparatedbyonlytwopointsonour100pointscaleItwasedgedoutbyAppleslessexpensiveiPhone8startingat700and8Plusstartingat800whichbothprovedhardierinatestdesignedtoreproducethedropsandfumblesthatcancausecrackedscreensandotherdamageIfnotforthedamageinthatdurabilitytesttheiPhoneXwouldhavecomeinaheadoftheiPhone8and8PlussaysRichardFiscoheadofsmartphonetestingatCRGivenhowclosethescoresofallthephonesinourtop10areitsnotreallyaquestionofwhichphoneisbestbutwhichisthebestfitforyouIfyourechoosingamongthenewcropofiPhonesoneofthemostobviousdifferencesisthelackofaHomebuttonontheiPhoneXandtheadventofFaceIDforunlockingthephonemoreonthatbelowAdditionallytheiPhoneXhasthebiggestscreenofthethree58inchesmeasureddiagonallycomparedwith55inchesfortheiPhone8Plusand47inchesforthe8ButthatexpansivedisplaycomesinatightpackageTheiPhoneXisjustasmidgetallerthantheiPhone8at56inchesandmorethanahalfinchshorterthantheiPhone8PlusHeresacloserlookatourtestresultsandhowtheiPhoneXcompareswithothertopratedphonesonthemarketTheiPhoneXsStrengthsBeautifulDisplayTheiPhoneXfeaturesApplesfirstOLEDphonescreenThetechnologyalreadyusedbysmartphonemanufacturerssuchasLGandSamsungandfoundinsomehighendTVscanproduceverydeepblacktonesandunlimitedviewinganglesThatmeanstheimagedoesntnoticeablydegradewhenyouviewthescreenfromthesideOurtestersgavethephonesdisplayexcellentmarkspointingtoitsoverallbrightnessandvibrantcolorsalongwiththedeepblacklevelsWethinkthatAppleshopperswhoputtheiPhoneXsidebysidewiththeiPhone8and8PluswillnoticeasignificantdifferencealthoughthesephoneshaveverygoodscreensaswellOutstandingCamerasTherearcameraontheiPhoneXisamongthebestweveeverseenInfactifyoucombinetheperformancescoresforstillsandvideothisisthehighestratedsmartphonecameraConsumerReportshastestedLikethe7Plusand8PlustheiPhoneXhasasecond2XzoomcameraonthebackofthephoneButunlikethoseotheriPhonesbothoftheiPhoneXsbacksidecamerashaveopticalimagestabilizationwhichsteadiesthelensestooffsettheeffectsofshakyhandsThe7Plusand8PlushavethatfeatureononlyonecameralensThissetupproducedimpressiveresultswhentesterscomparedphotosusingthezoomtothoseshotusingthezoomlensesofearlieriPhonePlusmodelsStillstakenwiththeiPhoneXweresharpwithexcellentcolorreproductionandvideowasverysharpaswellConvenientFaceIDMuchhasbeenmadeofApplesdecisiontodoawaywiththeHomebuttonontheiPhoneXThatopenedupscreenrealestatebutwhentheHomebuttondisappearedtheembeddedfingerprintsensorwentwithitandApplenowreliesuponanewbiometricfeatureforauthenticatingusersCalledFaceIDthetechnologymapsyourfeaturesandletsyouunlockthephonesimplybytakingalookatthescreenYoucanalsotypeinaPINWefoundthesetupandunlockingprocesstobebothquickandeasyThetechnologyworkedwhenweheldthephoneatallbutthemostsevereanglesanddidnotfalterwhenusedbytesterswithawiderangeofskintonesevenwhentheyputonreadingglassesYouneedtolookdirectlyatthescreentopromptittounlockmakingitlesslikelythatyoullunlockthedeviceinadvertentlyTheremovaloftheHomebuttonrequiresyoutolearnaseriesofnewswipeandbuttoncommandstooperatethephoneThistakesalittlegettingusedtoButourtesterspickeduponthenewgesturesquicklyandweresatisfiedwiththephonesoverallusabilityTheiPhoneXsShortcomingsBrokenGlassInourinitialdroptesttheiPhoneXperformedjustfineItsurvivedfourfallsontoaconcretesurfacefromaheightof5feetForthatquicktestweusedourcustomdesignedDropTowerandletthephonefallonitsfrontbackandtwodifferentcornersHoweveriPhoneXphonesdidntfarenearlyaswellwhensubjectedtoamoreintensivelabtestinatumblingmachineThetumblerisarotatingchamberthatrepeatedlydropsaphonefromaheightofabout25feetThephonesarecheckedfordamageafter50dropsandthenagainafter100ThegoalofallthatrepetitionistoexposethephonetoimpactsfromawidevarietyofanglesWetumbledthreesamplesoftheiPhoneXThefirstwasfineafter50dropsbuttheglassonthebackwassignificantlycrackedafter100Theothertwophonesendedupwithmalfunctioningdisplaysafter50dropsThoughthefrontglassdidntcrackseveralbrightgreenbarsstretchedacrossthescreensfromtoptobottomTheiPhoneXisntthefirstphonetofailourtumbletestForexampleourtestersalsoreportedbrokendisplaysandbackpanelswhentheytumbledSamsungsnearlyallglassGalaxyS8andS8phonesInlightofthoseresultswerecommendthatyouprotectanyofthesephonesinacaseRespondingtoourfindingsAppleaffirmedtheiPhoneXsdurabilitybasedonthecompanysrigorousrealworldtestingandsaidthatthephoneismadefromthemostdurableglasseverinasmartphoneDurabilityissomethingtothinkaboutifyoureconsideringapurchaseoftheiPhoneXThephoneisntjustexpensivetobuyitsalsounusuallypriceytorepairForexampletheAppleStorewillchargeyou279tofixthedisplayand549tofixanyotherpartofthephoneincludingitsglassbackThiscouldmakeitworthwhileforsomeconsumerstoshelloutforAppleCarecoveragewhichcosts199TumbletestsdontgetalotofweightwhenwecalculateaphonesOverallScoreHowevertheseresultscombinedwiththeiPhoneXscomparativelylowbatterylifeshowingseebelowdidknockthephonedownafewspotsinourrankingssaysFiscowholeadsCRsphonetestingprogramOntheflipsidetheiPhoneXacedourwaterresistancetestingsurvivingfor30minutesatadepthofabout3feetjustasApplepromisesinitsspecsThephonewasexaminedrightafterwardaswellasonetwoandthreedayslaterandcontinuedtoworkThisisconsistentwiththeresultsforotherrecentApplephonesincludingthe7and8seriesiPhoneswhichalsodidwellinourwaterimmersiontestsShortBatteryLifeTheiPhoneXsbatterylifehurtthephonesOverallScoreinConsumerReportstestingTofindoutexactlyhowlongaphonesbatterycangoConsumerReportsusesaroboticfingerprogrammedtoputthephonethrougharangeoftasksdesignedtosimulateaconsumersaveragedayTherobotbrowsestheinternettakespicturesusesGPSnavigationandofcoursemakesphonecallsWerunallsmartphonebatterytestswiththedisplaysetto100percentbrightnessIfyouuseanyphonesautooradaptivebrightnessthebatteryshouldlastlongerInourtestingtheiPhoneXsbatterylasted195hoursThatsjustaheadofthe19hoursloggedbytheiPhone8andtheconsiderablysmalleriPhoneSEbutbelowthe21hoursrecordedbythe8Plusanditsfarlessthanthe26hoursthatSamsungsS8andS8deliveredSomeothersmartphonesinourratingsrunevenlongeronachargeWhileformanypeople195hoursisenoughtogetthemthroughthedayitsstillshorterthanthemajorityofthe38smartphoneswerecommendAccordingtoAppletheiPhoneXsA11BionicchipisdesignedtomanagethedevicespowersupplyintelligentlybalancingthedemandsforspeedandenergyinawaythatpermitsyoutocompletethetasksyouperformmostoftenthinktextingorwebbrowsingwithoptimalefficiencyWhenyoucombinethatwiththemodelscustombatterydesignthecompanysaystheiPhoneXshouldlastupto2hourslongerbetweenchargesthantheiPhone7InourteststheiPhone7sbatterylasted185hoursWhichiPhonetoBuyIfyourelookingforanewiPhoneistheXworththe1000andupthatAppleischargingThatdependsonyourpreferencesAlotofpeoplewouldarguethattheiPhoneXrepresentsthefutureofsmartphonesItboaststhebestoverallcameraresultsinCRstestingandoneofthebestdisplaysweveeverseenonaphoneAndwhileyoudontgetthefamiliarHomebuttonyoupickupadecentamountofscreenspaceinaphonethatssignificantlysmallerthanthe7Plusand8PlusItseasiertoholdandusenottomentionlightertocarryAndFaceIDworksveryeffectivelyThephoneseemstounlockassoonasyoupickitupandeventhinkaboutmakingacallItsgesturesystemtakessomegettingusedtobutitsnotoverlycumbersomeordifficulttouseTakenasacompletepackagethisphonerankedabitlowerthanSamsungsS8S8andNote8mainlybecauseoftheirsuperiorbatterylifeButmanylongtimeiPhoneusersarentinterestedinswitchingtoAndroidsotherealquestionforthemiswhethertosaveafewbucksoractuallyacouplehundredandgowithaniPhone8or8PlusinsteadTheseiPhonesaremoreresistanttobreakingandtheyhavethefamiliarHomebuttonwhichmeansyoudonthavetospendtimelearninganewsystemofswipesandbuttonclicksBecauseallthesephonesaretopperformersthechoiceisultimatelyamatterofpersonalprioritiesHeresanotherideaIfyouwanttosaveevenmoremoneytheiPhone7and7PlusremainviableoptionsTheylookprettymuchthesameasthe8and8PlusandoffermanyofthesamefeaturesAndtheyllcostyoujust550and670respectivelyIfyourestillonthefencethisisoneofthosetimeswhereitpaystotrybeforeyoubuyPlaywithallofthesephonesinthestorepayingattentiontohowmuchthegorgeousiPhoneXdisplaymeanstoyouandhowyoufeelaboutlearningnewgesturesandthenconsideringhowoftenyouvedroppedpreviousgadgetsonthesidewalk
Overpricedoverhypedphone,20outof5stars,DonotbuythisphoneItsanextremelyoverhypedampoverpricedphoneGoingwiththeapplehypeIpreorderedthisphoneelsewhereuseditfor2weeksextensivelyampsolditb4itstoolatetotakeafreshbreathofairKeypointsasbelowVeryfragilebackbackglassshattersevenfrom5feetdropandthenitcostsaboveRs35000FaceidisnotconvenientatallItsnotsecureaswellasperlatestdataIffrontglassbreaksitmakesthefaceidunusableAndthenpayabombtoreplacethefrontpaneliOSisnotoptimisedforthisiPhoneXyetresultinginbuggysluggishperformancesbetterwaitfornextgeniPhoneXin2018USpriceisaround67000INRincludingtaxandIndianpriceisRs89000forthe64gbmodelandsimilarpricedifferenceforthe256gbmodelaswellNotchkillstheshowwhiledoinganythingonthescreenStainlesssteelrimisgimmickyandishighlypronetoscratchesevenafterprotectivecaseswornCracklingsoundsthatcanbeheardwhenusingtheiPhoneXspeakerphoneathighvolumesIfyouareadiehardfanofAppleiPhonesthengettheiPhone8PlusyouwilllessregretDonotallowAppletomakefooloutofIndianconsumersJustbecauseIamnotaverifiedbuyerhereamazondoesnotstopmefromspeakingandwritingtruthUpdate23012018ThoughthehypeworkedforAppleinitiallyduetothephoneitselfbeinginferiorthesalesofiPhoneXhasdeclinedallovertheworldrecentlyAlsoaspermanyreliablesourcesCNETMASHABLEBGRetcjustGoogleitoutApplewillbediscontinuingtheproductionofthisfirstgeniPhoneXin2018itselftokeepitsbrandvalueoncethenextgencomesup
ForAndroidLovers,50outof5stars,YoulikethephoneBuyitdontletpeopletakeyourpersonaldecisionsIlovethisphoneandboughtitonNovember3rdThosewhodontlikethephoneohIshouldsaythosewhodontlikethepricetagnoworriesforyouguystherearelotofcompaniesareoutthereGoaheadandbuythosAndroidphonesThanks
Mustbuy,50outof5stars,AwesomepieceoftechnologyandremarkablyimprovedThisisnotforthosepeoplewhocribaboutmoneyandexpensive
FiveStars,50outof5stars,loveit
FiveStars,50outof5stars,Oneofthebestphonesoutthere
1HONESTUnbiasedREVIEWofSamsungGalaxyS9QuickReview,50outof5stars,KindlyreadthefullReviewifyouareplanningtobuyIfyouwanttogetquickoverviewofthedevicethenreadbelowelsescrolldownforDetailedReviewKEYFEATURES1473centimeters58inchcapacitivetouchscreenwith2436x1125pixelsresolutioniOSv1111operatingsystemwith13GHzAppleA11Bionichexacoreprocessor3GBRAM64GBinternalmemoryandsingleSIM2716mAHlithiumionbattery1yearmanufacturerwarrantyfordeviceand6monthsmanufacturerwarrantyforinboxaccessoriesincludingbatteriesfromthedateofpurchaseGuysMyonlyrequestispleasedontdislikemyreviewIfyouhaveanyquestionorifyouthinkIamwrongJustaskmebycommentingbelowWritereviewshelpothershappyshoppingThankYouforreadingthisreview
Donotbuyuntillyoureanisheep,10outof5stars,YouhavetodogymnasticstounlockthephonewhenitsontablethenthemostirritatingpartisitsatwostepunlockNofingerprintreadertheycouldhavegivenitintheapplelogobuttruthisbitterIdontknowaboutotherpeoplebutthenotchatthetopisnogoodNoheadphonejackforsureNoimprovementinthefrontcameraThereisahugecamerahumpalsoWorstflagshipof2017
Beautifuldevice,50outof5stars,ThatsthemostbeautifulphoneintheworldrightnowLoveeveryminuteofusingthis
TheiPhoneXsBackGlassIsFRAGILEandanExpensiveNIGHTMAREtoRepair,10outof5stars,BeitJigRigEverythingorTechRexEverydroptestacrossthewebhasreachedthesameconclusionApplesbestphoneisalsoitsmostfragileInIndiaitsrepaircostisaround45kandthatsahelllotofmoneyOneplus5TcostslessthanApplesiPhoneXbackglassreplacementiguessitssaysalotaboutwhichcompanycaresaboutitscustomer
sothatyoupleasedontbuyiPhoneXandwasteyour,50outof5stars,igave5starssothatyoupleasedontbuyiPhoneXandwasteyourmoney
FiveStars,50outof5stars,Super
Ihavethisphonebutithinkthisissimilar,40outof5stars,IhavethisphonebutithinkthisissimilartootherandroidphonebutthistimetheyhaveprovidedfingerprintscannerwhichmakeitdifferentfromotheriPhoneandtheirstickersandemojisaredifferentfromotherphones
FiveStars,50outof5stars,ItsoriginalandamazonfulfilledNoproblematall
IphoneXistotallydfrnt,50outof5stars,Iphonexistotallydfrntfaceidisbestoption
BestPhoneintheWorld,50outof5stars,LovethePhone
Greatproduct,50outof5stars,StunninglookWonderfuldisplayGoodbatterycoverage
Thebestphoneever,50outof5stars,IalwayswonderedwhypeoplebuyiPhonesThebestreplycameacoupleofyearsagostatingItsallabouttheexperienceAndhowtrueitisThisisthebestavailablephonerightnowandtheexperienceisawesomeThesmoothnessandtheoptimisationofeachappisamazingThebatterybackupisjustoutstandingAllsalesguysouttherejustgoforitifbatterybackupisoneofyourmainpriorities
FiveStars,50outof5stars,Tyamazon
ThebestfromApple,50outof5stars,MuchhasalreadybeensaidaboutthephonebutinmyopinionitmaysoundalittleexpensivebutwhenyougettousethephoneyoullstarttoadmiretheattentiontodetailswhichhasbeenputinduringdesigningandmanufaturingofthephoneThereisnootherphoneinthemarketwhichcanmatchitsbuildqualityIoshasitsowndisadvantagesbutwhencomparedtoandroidappleatleastprovidefullsoftwaresupporttoitscustomersfor4to5yearsunlikeandroidwhereonly11ofthephoneshaveoreoatthistimeSuchashame
GreatphoneIfyouowna7or7,50outof5stars,GreatphoneIfyouowna7or7itsnotabigjumpfeaturewisebutverycompactnhandfriendlyThankstoAmazonnAperioforgreatdeliverybuttherewasnoneedtoleavethepackwithsecurityasfamilywasathomeGiventhecostIwasabitworried
Thebestphonecurrentlyavailableinthemarket,50outof5stars,AppleiPhoneXSilver64GBAppleisalwaysknownfortheirbuildqualityandflawlesssoftwareandtheiPhoneXistheepitomeoftheirinnovationHavebeenusingitforthreeweeksnowandcansafelysaythatthisthebestphonecurrentlyavailableinthemarketwiththePixelXLadistantsecondProstheendtoendretinadisplayisabsolutelyamazingAppleTrueTonedisplayadjustsbetterthanAndroidphoneswithchangesinambientlightsoftwareiOS1125isveryuserfriendlyandintuitiveMyphonehasnteverlaggedorstutteredsofarprettygoodbatterybackupeasilylastingforanentiredayonnormalusageFaceIDisawholenewballgameandapplewinsithandsdownItisextremelyaccurateandeasytouseandunlocksyourphoneasfastasfingerprintandevenworksinthedarkItisalsosecureasitchecksifyouarelookingatthephonebeforeperformingaFaceIDactionThisisbyfarthebestfeatureIfeltoniPhoneXandisaclassapartfromandroidphonesthecameraisreallygoodindaylightandhasahostofnewfeatureswhichincludesportraitmodeConsIpersonallydontlikethenotchatthetopandmakesthedisplaylookalittleuglyFastchargerisnotprovidedintheboxThechargerprovidedtakesverylong1hr45mintochargethephoneEarphonesprovidedarenotofthebestqualityFrontcameraisprettyaverageanddoesnttakeexceptionalpicturesunderdimlightingconditionsThatsaidiPhoneXisoverpricedandisdefinitelynotvalueformoneyButifyouarewillingtoshelloffmoneytogetthebestphoneinthemarketthenthisiswhatyoushouldbuy
5stars,50outof5stars,Fantasticawesonegoforitifyouhavemoney
Lovedit,50outof5stars,MyfirstIOSdeviceLovedit
ExcellentArealpleasuretouse,50outof5stars,ExcellentArealpleasuretouseTotallyeffortless
FiveStars,50outof5stars,Liketheproduct
Mostexpensivemistake,10outof5stars,FaceIDnotworkingfromstartThisisthelastthingyouexpectafterbuyingthemostexpensivephoneavailableinthemarketApplesupportteamcluelessabouttheproblemandadvisedtotakeittoservicecentreNotacceptableAmazondoesntevenhasanoptiontoreturnreplacethephoneandtakesyoutoApplesupportwebsitepageHighlydissapointed
itwasagreatdecisionIloveeveryaspectofit,50outof5stars,IthoughtoveralotbeforebuyingconsideringthesteeppriceImovedfromandroidtoiOSwiththisphoneAndmanitwasagreatdecisionIloveeveryaspectofitItisoneoftheneatestandsmoothestphoneIveeverusedIfyouretryingtomakeadecisionandifyoucanafforditIdsayjustgoforitYouwontregret
TwoStarscosIgotadefectiveadaptor,20outof5stars,GotadefectiveadaptorTheadaptorthatcameinsidetheboxisntworkingThishasleftmewithdoubtsaboutthenewnessofthephonessoldhereAndifyourebuyingthesilvermodelgetthesiliconecasemadebyapplewhoseinsideislinedwithmicrofabricThestainlesssteelframegetsscratchesevenwhileinacaseunlessithasasoftliningontheinsideFromthefirstminuteofunboxingminewentintoacasecheaponebuttwodayslaterthestainlesssteelframehastinyscratchesallover
stoppedworkingin10daysafterIgotdelivery,10outof5stars,stoppedworkingin10daysafterIgotdelivery
FiveStars,50outof5stars,bestphonefrombestretailer
GreatphoneBututterlydissatisfiedwithitsbatterybackup,30outof5stars,GreatphoneBututterlydissatisfiedwithitsbatterybackupWanttounderstandwhycantaphoneworth84khaveabetterbatterybackupdashchargingWhydoeseverytechinvigilatorturnsablindeyetothiscriticalaspect
Disappointedwithamazon,10outof5stars,Gotthisphoneon17thAprilthedisplaywasactingfunnysincethefirstfewdaysWenttoapplestoretodayandtheyshowedmethattherewerescratchesontheinnersideofdisplayItsdiscomfortingforacustomertopaysomuchforadeviceandthenwastetimeingettingitrepaired
